config_id,topk,min_subjects_param,p0_inflate,p0_effective,use_fdr,alpha,phase,pc,lag_ms,src,dst,region_src,region_dst,k,n_subjects,total_subjects_in_dir,p_value,q_value,significant
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,0,O2,Oz,Occipital,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,50,Fp2,Fp1,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,50,FC1,Fp1,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,150,Fp2,F4,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,F3,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,P8,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,CP5,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,CP5,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,Fp1,Frontal,Frontal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,F4,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,Fp2,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,0,Fp2,F7,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,0,F3,F7,Frontocentral,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,0,O2,PO10,Occipital,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,0,Fp1,F7,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,50,P8,PO10,Parietal,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,50,Fp2,Fp1,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp1,F8,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp2,Fp1,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp1,Fp2,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,FirstDigitTouch__BothStartLoadPhase,pc3,200,Fp1,F4,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,0,FC5,F7,Frontocentral,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,0,TP10,T8,Temporal,Temporal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,0,P4,Fp1,Parietal,Frontal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,50,FC1,Fz,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,50,Pz,CP2,Parietal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,50,P4,CP2,Parietal,Parietal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,50,FC2,Fz,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,100,Pz,CP2,Parietal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,200,TP10,FC1,Temporal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,200,F8,FC6,Other,Frontocentral,5,12,12,6.941643366319013e-06,8.214277983477499e-05,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,200,F7,FC5,Other,Frontocentral,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc1,200,TP10,T8,Temporal,Temporal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,0,F7,FC5,Other,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,0,Fp2,F4,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,0,FC1,Fp1,Frontocentral,Frontal,5,12,12,6.941643366319013e-06,8.214277983477499e-05,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,0,F3,Fp2,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,0,Fp2,Fp1,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,50,Fp2,F4,Frontal,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,50,FC1,Fp1,Frontocentral,Frontal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,100,FC2,Fp1,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,200,Fp1,P8,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,200,Fp2,P7,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,200,Fp2,Fp1,Frontal,Frontal,6,12,12,2.0768421372728914e-07,2.9491158349275056e-06,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc2,200,Fp1,Fp2,Frontal,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,0,Fp1,F7,Frontal,Other,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,0,P7,PO10,Parietal,Occipital,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,0,TP10,PO10,Temporal,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,0,Fp2,F7,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,50,Fp2,Pz,Frontal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,50,Fz,O2,Frontal,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,50,Fz,Oz,Frontal,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,50,O2,O1,Occipital,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,100,Fp1,F7,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,HandStart__FirstDigitTouch,pc3,100,Fp1,F8,Frontal,Other,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,0,PO10,O2,Occipital,Occipital,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,0,FC5,F7,Frontocentral,Other,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,0,F3,Fp1,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,0,FC1,Fz,Frontocentral,Frontal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,50,CP2,Pz,Parietal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,50,P4,CP2,Parietal,Parietal,3,12,12,0.002968335608119265,0.002968335608119265,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,50,Pz,CP2,Parietal,Parietal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,50,Pz,CP1,Parietal,Parietal,4,12,12,0.00016973510588022393,0.0005021330215623292,True
cfg001_topk5_min3_p0x5,5,3,5.0,0.025201612903225805,True,0.05,LiftOff__Replace,pc1,50,FC2,Cz,Frontocentral,Frontocentral,3,12,12,0.002968335608119265,0.002968335608119265,True
